Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/30/20,2/1/20,9/26/20,New Jersey,Male,25-34 years,75,797,44,35,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Male,30-49 years,475,2545,284,222,,545,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Male,35-44 years,203,1180,127,93,,239,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Male,45-54 years,571,2323,344,271,,652,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Male,50-64 years,1606,6431,1073,816,12,1874,
9/30/20,2/1/20,9/26/20,New Jersey,Male,55-64 years,1258,5020,857,649,,1473,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Male,65-74 years,1747,6858,1247,889,12,2116,
9/30/20,2/1/20,9/26/20,New Jersey,Male,75-84 years,1957,8055,1463,1010,20,2427,
9/30/20,2/1/20,9/26/20,New Jersey,Male,85 years and over,1796,8444,1413,875,18,2352,
9/30/20,2/1/20,9/26/20,New Jersey,Female,All Ages,6677,32321,4566,3079,51,8207,
9/30/20,2/1/20,9/26/20,New Jersey,Female,Under 1 year,0,92,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,0-17 years,,139,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,1-4 years,,14,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,5-14 years,0,18,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,15-24 years,,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,18-29 years,17,230,13,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,25-34 years,36,314,25,15,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,30-49 years,152,1153,104,68,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,35-44 years,68,526,44,32,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,45-54 years,186,1132,136,87,,236,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,50-64 years,703,3557,501,344,,865,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,55-64 years,579,2876,410,285,,708,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,65-74 years,1025,4824,727,508,,1247,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Female,75-84 years,1751,7793,1252,863,12,2151,
9/30/20,2/1/20,9/26/20,New Jersey,Female,85 years and over,3028,14625,1966,1288,23,3726,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,All Sexes,All Ages,793,13144,987,353,29,1456,
9/30/20,2/1/20,9/26/20,New Mexico,Male,All Ages,414,7051,535,188,16,777,
9/30/20,2/1/20,9/26/20,New Mexico,Male,Under 1 year,0,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,0-17 years,0,70,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,1-4 years,0,10,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Male,5-14 years,0,17,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,15-24 years,,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,18-29 years,,268,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,25-34 years,21,347,24,13,0,32,
9/30/20,2/1/20,9/26/20,New Mexico,Male,30-49 years,49,841,55,29,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,35-44 years,21,406,26,13,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,45-54 years,36,574,40,18,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,50-64 years,92,1379,109,48,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,55-64 years,69,1055,83,36,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,65-74 years,98,1460,115,44,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,75-84 years,79,1607,127,33,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Male,85 years and over,89,1426,117,30,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,All Ages,379,6093,452,165,13,679,
9/30/20,2/1/20,9/26/20,New Mexico,Female,Under 1 year,0,22,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Female,0-17 years,0,43,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,15-24 years,0,48,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,18-29 years,,86,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,25-34 years,,145,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,30-49 years,24,443,27,13,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,35-44 years,16,212,16,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,45-54 years,21,345,24,12,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,50-64 years,66,840,79,37,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,55-64 years,48,630,62,26,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,65-74 years,63,1107,101,35,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,75-84 years,107,1478,124,47,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Female,85 years and over,118,2096,118,33,,205,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,All Sexes,All Ages,11629,79378,10734,5597,211,16958,
9/30/20,2/1/20,9/26/20,New York,Male,All Ages,6137,39940,5744,3055,111,8927,
9/30/20,2/1/20,9/26/20,New York,Male,Under 1 year,0,174,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,0-17 years,,311,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,1-4 years,0,29,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,5-14 years,,55,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,15-24 years,11,427,13,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,18-29 years,29,787,26,12,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,25-34 years,49,950,37,23,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,30-49 years,305,2692,207,143,,375,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,35-44 years,130,1287,83,52,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,45-54 years,378,2399,290,197,,477,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Male,50-64 years,1158,7150,939,582,21,1534,
9/30/20,2/1/20,9/26/20,New York,Male,55-64 years,924,5619,749,459,18,1230,
9/30/20,2/1/20,9/26/20,New York,Male,65-74 years,1478,8401,1288,736,26,2053,
9/30/20,2/1/20,9/26/20,New York,Male,75-84 years,1624,9769,1558,821,26,2385,
9/30/20,2/1/20,9/26/20,New York,Male,85 years and over,1541,10830,1722,760,29,2529,
9/30/20,2/1/20,9/26/20,New York,Female,All Ages,5492,39435,4990,2542,100,8031,
9/30/20,2/1/20,9/26/20,New York,Female,Under 1 year,0,125,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,0-17 years,,200,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,1-4 years,0,16,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,5-14 years,0,42,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,15-24 years,,163,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,18-29 years,,308,10,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,25-34 years,19,386,17,10,0,26,
9/30/20,2/1/20,9/26/20,New York,Female,30-49 years,115,1396,100,57,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,35-44 years,53,624,44,29,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,45-54 years,136,1321,125,63,,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Female,50-64 years,531,4298,525,276,15,793,
9/30/20,2/1/20,9/26/20,New York,Female,55-64 years,446,3525,444,235,13,667,
9/30/20,2/1/20,9/26/20,New York,Female,65-74 years,839,6153,800,424,13,1228,
9/30/20,2/1/20,9/26/20,New York,Female,75-84 years,1350,9202,1263,655,19,1977,
9/30/20,2/1/20,9/26/20,New York,Female,85 years and over,2647,17878,2291,1126,44,3849,
9/30/20,2/1/20,9/26/20,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,New York,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,New York,Unknown,50-64 years,0,0,0,0,0,0,
